||アイテムが置いてあるけど、{NL}バリアがはられているので{NL}アイテムが取れない。{BP}{f5}{ITEM:44}を使えば、バリアが{NL}消えて、アイテムを取ることが{NL}できるようになるぞ。{BP}{f5}{ITEM:44}はモンスターが{NL}持っている。{BP}{END}|Item is sealed.{BP}{f5}Foes drop {ITEM:44}{COLOUR:BLUE}s{COLOUR:WHITE} to lift{NL}seals and take items.{BP}{END}
||大きな石像だ。{NL}首が無い…{BP}{END}|It's a huge headless stone{NL}statue{ELLIPSIS}{BP}{END}
||大きな石像だ。{BP}{END}|It's a huge stone statue.{BP}{END}
||扉は開かない…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
||扉が開かなくなってしまった…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
||{ITEM:44}を使った！{NL}バリアが解けてアイテムを{NL}取れるようになったぞ！{BP}{END}|Used {ITEM:44}!{NL}Seal lifted, you can take the{NL}item!{BP}{END}
||{COLOUR:WHITE}　　　　　おじさん！{END}|{COLOUR:WHITE}Pops!{END}
||{f5}　　…おじさんじゃねえ、{NL}　　　クイントだ！{END}|{f5}"Pops"?! My name is Quint!{END}
||{f5}　　ごめんねクイントさん、{NL}　　僕のせいで…{END}|{f5}This was my fault{ELLIPSIS}{END}
||{f5}　　　話はエドルに聞いたよ{END}|{f5}It's OK, kid.{END}
||{f5}　　　まっ、そんなに気に{NL}　　　すんなって、ボーズ{END}|{f5}Edol told me what happened.{END}
||{f5}　どうやってエドルさんに！？{END}|{f5}You spoke to Edol?{END}
||{f5}　　　　　　　ん？{END}|{f5}How?!{END}
||{f5}　　　よーし、ボーズにいい{NL}　　　ものを見せてやろう{END}|{f5}I'll show you something cool.{END}
||{f5}　　　　　　　ほーら、{END}|{f5}See?{END}
||{f5}　透き通った石には、不思議な{NL}　力があるんだ{END}|{f5}This gem has mysterious powers.{END}
||{f5}　　　　わぁ、{NL}　　　　これ、きれいだね{END}|{f5}So pretty{ELLIPSIS}{END}
||{f5}　　この石があれば、遠くの{NL}　　人と話が出来るんだ{END}|{f5}I can talk to people far away{NL}with it.{END}
||{f5}　　　ボーズも１つ持っとけ{END}|{f5}You can have it, kid.{END}
||{f5}　　　　　いいの！？{END}|{f5}Really?!{END}
||{f5}　　　　ああ、お前はもう{NL}　　　　俺達の仲間だ{END}|{f5}You're one of us now!{END}
||{f5}　　　　　ありがとう{END}|{f5}Thank you!{END}
||{f5}　俺達は、こういう石のことを{NL}　クリスタルって呼んでる{END}|{f5}We call them crystals.{END}
||{f5}　　他にも色んな力を持った{NL}　　クリスタルがあるんだ{END}|{f5}Others have different powers.{END}
||{f5}体をいやすもの、雨をふらすもの、{NL}よい力をあたえるもの一{END}|{f5}Some heal your body, bring rain,{NL}or emit energy.{END}
||{f5}　　一そして、{NL}　　　悪い力をあたえるもの{END}|{f5}But others are evil.{END}
||{f5}　　　　　　悪い力？{END}|{f5}Evil?{END}
||{f5}ああ、グディア族は、クリスタルの{NL}力とカーラの力を使って一{END}|{f5}The Gudians are using the power{NL}of Carla and the crystals{ELLIPSIS}{END}
||{f5}　一人間を焼き払い、この世界を{NL}　　支配しようとしてるんだ{END}|{f5}{ELLIPSIS}to defeat humanity and conquer{NL}the world.{END}
||{f5}　だが、ボーズが仲間に入った{NL}　以上、恐いモンなしだ{END}|{f5}But now that you joined us, kid,we'll win!{END}
||{f5}　　　　　早くここから{NL}　　　　　出してくれよ{END}|{f5}Get me out of here, quick.{END}
||{f5}　　　　　　　うん{END}|{f5}Sure.{END}
||{f5}　　　でも、{NL}　　　どうすればいいの？{END}|{f5}What do I do?{END}
||{f5}この牢獄にエネルギーを送っている{NL}中継機が、この先の地下水脈にある{END}|{f5}The jail's power plant is past{NL}the sewers ahead.{END}
||{f5}　　　　それを、{NL}　　　　破壊してきてくれ{END}|{f5}Destroy it.{END}
||{f5}　　　　　わかった{END}|{f5}Got it!{END}
||{f5}　　　　カーラもこの先に{NL}　　　　いるはすだ{END}|{f5}Carla's there.{END}
||{f5}　　もし会ったら、よろしく{NL}　　言っといてくれ{END}|{f5}Say hello to her from me!{END}
||{f5}お前だけが頼りだ、くれぐれも、{NL}慎重に行動しろよ{END}|{f5}You're our only hope, so take{NL}care.{END}
||{f5}　　　　　　　うん{END}|{f5}Sure.{END}
||{f5}　　えーっと、地下水脈の…{END}|{f5}The sewers{ELLIPSIS}{END}
||{f5}　　　　　　中継機！{END}|{f5}Let's go!{END}
0x2ff4b8|47|ここに置いてあったアイドルは{NL}もう手に入れたぞ。{BP}{END}|I already got the idol.{BP}{END}
||アイドルが置いてあるけど、{NL}５つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 5 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}４つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 4 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}３つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 3 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}２つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 2 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}バリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}消すことができるぞ。{BP}{END}|The idol is behind one last{NL}seal{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift it.{BP}{END}
||{ITEM:ff}を手に入れた！{BP}{END}|Found {ITEM:ff}!{BP}{END}
||{ITEM:ff}を手に入れた！{NL}パチンコの弾に使えるぞ。{BP}{END}|Found {ITEM:ff}!{NL}Use them with the slingshot.{BP}{END}
||{ITEM:ff}を手に入れた！{BP}{END}|Found {ITEM:ff}!{BP}{END}
||{ITEM:ff}を手に入れた！{BP}{END}|Found {ITEM:ff}!{BP}{END}
||アイテムが置いてあるけど、{NL}バリアがはられているので{NL}アイテムが取れない。{BP}{f5}{ITEM:44}を使えば、バリアが{NL}消えて、アイテムを取ることが{NL}できるようになるぞ。{BP}{f5}{ITEM:44}はモンスターが{NL}持っている。{BP}{END}|Item is sealed.{BP}{f5}Foes drop {ITEM:44}{COLOUR:BLUE}s{COLOUR:WHITE} to lift{NL}seals and take items.{BP}{END}
||大きな石像だ。{BP}{END}|A huge stone statue.{BP}{END}
||気を失なっている間に、ここに{NL}運び込まれたようだ…{BP}{END}|I was taken here unconscious{ELLIPSIS}{BP}{END}
||扉が開かなくなってしまった…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
||{ITEM:3c}を使った！{NL}１つ目のバリアが解けたぞ！{BP}{END}|Used {ITEM:3c}!{NL}Seal 1 lifted!{BP}{END}
||{ITEM:3c}を使った！{NL}２つ目のバリアが解けたぞ！{BP}{END}|Used {ITEM:3c}!{NL}Seal 2 lifted!{BP}{END}
||{ITEM:3c}を使った！{NL}３つ目のバリアが解けたぞ！{BP}{END}|Used {ITEM:3c}!{NL}Seal 3 lifted!{BP}{END}
||{ITEM:3c}を使った！{NL}４つ目のバリアが解けたぞ！{BP}{END}|Used {ITEM:3c}!{NL}Seal 4 lifted!{BP}{END}
||{ITEM:3c}を使った！{NL}バリアが全部解けてアイドルを{NL}取れるようになったぞ！{BP}{END}|Used {ITEM:3c}!{NL}Last seal lifted, you can get{NL}the idol!{BP}{END}
||{ITEM:44}を使った！{NL}バリアが解けてアイテムを{NL}取れるようになったぞ！{BP}{END}|Used {ITEM:44}!{NL}Seal lifted, you can get the{NL}item!{BP}{END}
||{COLOUR:WHITE}{END}|{COLOUR:WHITE}{END}
||{COLOUR:WHITE}　　　偉大なるグディア様{END}|{COLOUR:WHITE}Lord Gudia.{END}
||{f5}　　　　　　…何だ{END}|{f5}What{ELLIPSIS}?{END}
||{f5}おおせの通り、ケルファーの娘を{NL}塔に移しました{END}|{f5}We locked the Kelferi girl in{NL}the tower as instructed.{END}
||{f5}　　ケルファーの戦士どもは{NL}　　どうした？{END}|{f5}What about the Kelferi warriors?{END}
||{f5}　　　仲間の子供に呪いを{NL}　　　かけました{END}|{f5}I placed a curse on the child.{END}
||{f5}　　あの子供が獣となって一{END}|{f5}He will turn into a demon soon{ELLIPSIS}{END}
||{f5}　一ケルファーの戦士を始末する{NL}　　のも、時間の問題かと…{END}|{f5}{ELLIPSIS} and eliminate the other{NL}warriors.{END}
||{f5}　　　　　ならいい…{END}|{f5}Good{ELLIPSIS}{END}
||{f5}　　　塔の警戒を強めておけ{END}|{f5}Reinforce the tower's security.{END}
||{f5}　　　失敗は許されんぞ、{NL}　　　ファリデス…{END}|{f5}Failure will not be tolerated,{NL}Farides{ELLIPSIS}{END}
||{COLOUR:WHITE}　　　　　　ボーズ！{END}|{COLOUR:WHITE}Kid!{END}
||{f5}　　　　クイントさん！{END}|{f5}Mr. Quint!{END}
||{f5}　心配したぜ、なかなかボーズと{NL}　つながらなくてよぉ一{END}|{f5}I got worried when I couldn't{NL}reach you.{END}
||{f5}　　　一大丈夫だったか？{END}|{f5}Are you OK?{END}
||{f5}　　　　クイントさん…{END}|{f5}Mr. Quint{ELLIPSIS}{END}
||{f5}　ありがとよ、ボーズのおかげで{NL}　無事、牢から出られたぜ{END}|{f5}I escaped thanks to you.{END}
||{f5}　　　　　　……{END}|{f5}{ELLIPSIS}{END}
||{f5}　　　　どうかしたのか？{END}|{f5}What's wrong?{END}
||{f5}　　　　…何でもない{END}|{f5}Nothing{ELLIPSIS}{END}
||{f5}　　　　そうか？{NL}　　　　ならいいんだが…{END}|{f5}Are you sure? OK, then{ELLIPSIS}{END}
||{f5}　　　クイントさん、{NL}　　　今、どこにいるの？{END}|{f5}Where are you now, Mr. Quint?{END}
||{COLOUR:WHITE}　さっき、クイントさんがいた{NL}　牢のあたり{END}|{COLOUR:WHITE}In the jail.{END}
||{f5}　　　じゃあ、カーラのいる{NL}　　　牢まで来てくれ{END}|{f5}I'm on my way to Carla's cell.{END}
||{f5}　　　　そこで落ち合おう{END}|{f5}Meet me there.{END}
||{f5}　　　　　　わかった{END}|{f5}Got it.{END}
||{f5}　　　じゃ、待ってるぜ！{END}|{f5}I'll be waiting!{END}
0x313950|6|グディア族の女性の死体だ…{NL}胸にくいが打ち込まれている。{NL}誰がこんなひどいことをしたの{NL}だろう…{BP}{END}|A dead Gudian woman, staked on atable{ELLIPSIS} Who would do this?{BP}{END}
||扉は開かない…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
||ん？{NL}今向こうの部屋で何か音が{NL}したようだ…{BP}{END}|I heard something in the {NL}next room{ELLIPSIS}{BP}{END}
||扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||青白い炎が燃えている。{NL}清らかな光をはなつ{NL}不思議な炎だ…{BP}{END}|A mysterious blue flame that{NL}emits a pure light{ELLIPSIS}{BP}{END}
0x333b54|12|扉は電子ロックが作動して{NL}いるので開かない…{BP}{f5}カーラは疲れ切っているようだ…{NL}先を急ごう！{BP}{END}|The door is closed by an{NL}electronic lock{ELLIPSIS}{BP}{f5}Carla looks bad, I have to{NL}hurry!{BP}{END}
||扉は電子ロックが作動して{NL}いるので開かない…{BP}{END}|The door is closed by an{NL}electronic lock{ELLIPSIS}{BP}{END}
||{COLOUR:WHITE}　　　　君、大丈夫！？{END}|{COLOUR:WHITE}Are you OK?{END}
||{f5}　　　　…お願いです、{NL}　　　　　助けて下さい{END}|{f5}Please{ELLIPSIS} help me.{END}
||{f5}　グディアは、私の力を利用して{NL}　恐ろしい事を企んでいるの…{END}|{f5}Gudia seeks my power for evil{ELLIPSIS}{END}
||{f5}　　　　　話は聞いたよ{END}|{f5}I know.{END}
||{f5}ごめんね、僕のせいでクイントさん{NL}捕まっちゃったんだ{END}|{f5}I'm sorry, it's my fault Quint{NL}got captured.{END}
||{f5}　　でも、僕がクイントさんを{NL}　　助け出して一{END}|{f5}But I'll rescue him.{END}
||{f5}　　　一絶対、君も助けに{NL}　　　　来るからね{END}|{f5}He'll come help you too!{END}
||{f5}　　…ありがとう　カーラって{NL}　　　呼んで下さい{END}|{f5}Thank you{ELLIPSIS} I'm Carla.{END}
||{f5}　　わかった、もうちょっと{NL}　　がんばっててね、カーラ{END}|{f5}Hang in there, Carla.{END}
||{f5}　　　　　　はい…{END}|{f5}Yes{ELLIPSIS}{END}
0x350a90|43|時間がないぞ、おじさんの後を{NL}追おう！{BP}{END}|There's no time, I must follow{NL}Pops!{BP}{END}
||カーラが捕らえられていた牢獄だ。{NL}もうここには何もないようだ。{BP}{END}|The cell where Carla was held.{NL}There's nothing left.{BP}{END}
||扉が開かなくなってしまった…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
||空気を取り入れるためのダクトだ。{NL}ダクトはもろくなっているようだ。{NL}何とかして壊せないかな？{BP}{END}|This grate seems fragile. Maybe{NL}I can break it?{BP}{END}
||{COLOUR:WHITE}　　　遅かったじゃないか{END}|{COLOUR:WHITE}You're late.{END}
||{f5}　　　　　　　…{END}|{f5}{ELLIPSIS}{END}
||{f5}　　　　どうしたんだ？{END}|{f5}What's wrong?{END}
||{f5}　　ボーズが、獣化の呪いを{NL}　　かけられた…{END}|{f5}They put a demon curse on the{NL}kid{ELLIPSIS}{END}
||{f5}　　…大丈夫だよ　あの子は{NL}　　　強い心を持ってる{END}|{f5}It'll be alright{ELLIPSIS} He's tough.{END}
||{f5}　どうした、お前らしくないぞ{NL}　クイント　さあ、塔へ急ごう{END}|{f5}It's not like you to sulk. Let'shurry to the tower!{END}
||{f5}　　俺は、空から行く{NL}　　お前はこの先へ進んでくれ{END}|{f5}I'll go from above. You go{NL}ahead!{END}
||{f5}　ちぇっ、いつもお前ばっかり{NL}　楽しやがって{END}|{f5}You always have all the fun{ELLIPSIS}{END}
||{f5}　　　　じゃあ、{NL}　　　　お前が飛ぶか？{END}|{f5}Well, can you fly?{END}
||{COLOUR:WHITE}　　　　　　　？{END}|{COLOUR:WHITE}?{END}
||{f5}　　　　お願い、{NL}　　　　勇気を持って…{END}|{f5}Be brave{ELLIPSIS}{END}
||{f5}　　　　　　カーラ！{END}|{f5}Carla!{END}
||{f5}　グディアの企みを、決して{NL}　現実のものにしてはいけないの{END}|{f5}You must defeat Gudia!{END}
||{f5}　今の私に出来る賭一杯の力で{NL}　呪いの力を押さえ込みました{END}|{f5}I weakened the curse with my{NL}remaining power.{END}
||{f5}　　彼らは、この先にたくさんの{NL}　　罠をはっています{END}|{f5}There's traps ahead.{END}
||{f5}　このままでは、クイントさんも{NL}　やられてしまいます{END}|{f5}At this rate, Quin't won't last{NL}long{ELLIPSIS}{END}
||{f5}　　　　お願い、あなたが{NL}　　　　頼りなのです{END}|{f5}You're our last hope!{END}
||{COLOUR:WHITE}　今、カーラが捕らえられている{NL}　牢に向かっている途中だ{END}|{COLOUR:WHITE}On my way to Carla's cell.{END}
||{f5}　　お前は、どこにいるんだ？{END}|{f5}And you?{END}
||{COLOUR:WHITE}　　　　クイントさん、{NL}　　　　カーラは？{END}|{COLOUR:WHITE}Where's Carla?{END}
||{f5}　　一足遅かったようだ…{END}|{f5}I was too late{ELLIPSIS}{END}
||{f5}　　　どうした、ボーズ！？{END}|{f5}What's wrong?{END}
||{f5}　　　　ボーズ、一体何が{NL}　　　　あったんだ？{END}|{f5}What happened, kid?{END}
||{f5}　　　　　　そうか…{END}|{f5}I see{ELLIPSIS}{END}
||{f5}　　　　僕、怪物に{NL}　　　　なっちゃうの？{END}|{f5}Will I turn into a demon?{END}
||{f5}　　　それは、お前次第だな{END}|{f5}It's up to you.{END}
||{f5}　　　　　　僕次第？{END}|{f5}To me?!{END}
||{f5}　お前の中に、悪と戦う強い心が{NL}　あれば、運命も変えられる{END}|{f5}If your heart is strong enough{NL}to fight evil, you'll be fine.{END}
||{f5}　　でも、僕は夢で見たんだ！{END}|{f5}But I had a dream!{END}
||{f5}このキズのせいで、怪物になって、{NL}みんなをひどい目に…{END}|{f5}I turned into a demon and hurt{NL}everyone{ELLIPSIS}{END}
||{f5}　　　　きっと僕、{NL}　　　　ああなるんだ…{END}|{f5}It's fate{ELLIPSIS}{END}
||{f5}　　　　　そうだな…{END}|{f5}Humph{ELLIPSIS}{END}
||{f5}　　そんな弱気じゃ、運命に{NL}　　従うしかないな{END}|{f5}With that attitude, you're{NL}doomed.{END}
||{f5}　　　　　　　…{END}|{f5}{ELLIPSIS}{END}
||{f5}　　　　もう時間がない{END}|{f5}There's no time.{END}
||{f5}　　　　俺は、運命と戦う{END}|{f5}I choose to fight.{END}
||{f5}　　　ボーズ、よく考えろ{END}|{f5}Choose carefully, kid.{END}
||{f5}　お前自身が強くならなきゃ、{NL}　何も変わらない{END}|{f5}Nothing will change unless you{NL}fight.{END}
||{f5}　　　じゃ、先に行くぜ！{END}|{f5}Nice chat. I'll go on ahead!{END}
0x3660a4|1|扉は開かない…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
0x37e3d0|1|だみー{BP}{END}|N/A{BP}{END}
0x38f5fc|1|だみー{BP}{END}|N/A{BP}{END}
0x3a1640|2|燭台だ。{NL}炎がメラメラと燃えている…{BP}{END}|It's a bright torch{ELLIPSIS}{BP}{END}
||燭台だ。{NL}炎が消えると扉が開く{NL}仕組みになっていたようだ…{BP}{END}|The torch opened a door when putout.{BP}{END}
0x3b820c|13|{ITEM:ff}を手に入れた！{NL}パチンコの弾に使えるぞ。{BP}{END}|Found {ITEM:ff}!{NL}Use them with the slingshot.{BP}{END}
||アイテムが置いてあるけど、{NL}バリアがはられているので{NL}アイテムが取れない。{BP}{f5}{ITEM:44}を使えば、バリアが{NL}消えて、アイテムを取ることが{NL}できるようになるぞ。{BP}{f5}{ITEM:44}はモンスターが{NL}持っている。{BP}{END}|Item is sealed.{BP}{f5}Foes drop {ITEM:44}{COLOUR:BLUE}s{COLOUR:WHITE} to lift{NL}seals and take items.{BP}{END}
||命の泉からわき出る{NL}命の水を飲んだ！{BP}{f5}持っていた{ITEM:00}に命の水が{NL}注ぎ込まれた！{BP}{END}|You drank from the life spring!{NL}All {ITEM:00}{COLOUR:BLUE}s{COLOUR:WHITE} filled!{BP}{END}
||命の泉からわき出る{NL}命の水を飲んだ！{BP}{END}|You drank from the life spring!{BP}{END}
||命の泉がかれてしまっている。{NL}命の泉からわき出る{NL}命の水を飲めば、{NL}元気がでるのに…{BP}{f5}{ITEM:45}を使えば、命の泉を{NL}利用できるようになるぞ。{BP}{f5}{ITEM:45}はモンスターが{NL}持っている。{BP}{END}|The life spring could heal me ifit wasn't dry{ELLIPSIS}{BP}{f5}Foes drop {ITEM:45}{COLOUR:BLUE}s{COLOUR:WHITE} that fill{NL}springs.{BP}{END}
||扉は開かない…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
||扉は開かない…{BP}{END}|It won't open{ELLIPSIS}{BP}{END}
||燭台だ。{NL}炎がメラメラと燃えている…{BP}{END}|It's a bright torch{ELLIPSIS}{BP}{END}
||燭台だ。{NL}炎が消えると扉が開く{NL}仕組みになっていたようだ…{BP}{END}|The torch opened a door when putout.{BP}{END}
||燭台だ。{NL}炎がメラメラと燃えている…{BP}{END}|It's a bright torch{ELLIPSIS}{BP}{END}
||燭台だ。{NL}炎が消えると橋が動く{NL}仕組みになっていたようだ…{BP}{END}|The torch moved a bridge when{NL}put out.{BP}{END}
||{ITEM:44}を使った！{NL}バリアが解けてアイテムを{NL}取れるようになったぞ！{BP}{END}|Used {ITEM:44}!{NL}Seal lifted, you can get the{NL}item!{BP}{END}
||{ITEM:45}を使った！{NL}命の泉がわいてきたぞ！{BP}{END}|Used {ITEM:45}!{NL}Life spring filled!{BP}{END}
0x3d5358|8|扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||『バッテリー保管庫』{NL}ここにはトロッコのスピード{NL}アップ用に開発されたバッテリーが{NL}保管されています。{BP}{END}|"Battery Room"{NL}Minecart batteries are stored{NL}here.{BP}{END}
||『トロッコ利用時の注意』{NL}トロッコの通行ルートの中に一部{NL}レールが完成していないかしょが{NL}あり、大変危険です。{BP}{f5}標識をよく見て通行して下さい。{BP}{END}|WARNING!{NL}Rail sections ahead are missing.{BP}{END}
||扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||{ITEM:ff}を手に入れた！{BP}{END}|Found {ITEM:ff}!{BP}{END}
||{ITEM:ff}を手に入れた！{NL}パチンコの弾に使えるぞ。{BP}{END}|Found {ITEM:ff}!{NL}Use them with the slingshot.{BP}{END}
||アイテムが置いてあるけど、{NL}バリアがはられているので{NL}アイテムが取れない。{BP}{f5}{ITEM:44}を使えば、バリアが{NL}消えて、アイテムを取ることが{NL}できるようになるぞ。{BP}{f5}{ITEM:44}はモンスターが{NL}持っている。{BP}{END}|Item is sealed.{BP}{f5}Foes drop {ITEM:44}{COLOUR:BLUE}s{COLOUR:WHITE} to lift{NL}seals and take items.{BP}{END}
||{ITEM:44}を使った！{NL}バリアが解けてアイテムを{NL}取れるようになったぞ！{BP}{END}|Used {ITEM:44}!{NL}Seal lifted, you can get the{NL}item!{BP}{END}
0x3f2304|8|扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||『バッテリー保管庫』{NL}ここにはトロッコのスピード{NL}アップ用に開発されたバッテリーが{NL}保管されています。{BP}{END}|"Battery Room"{NL}Minecart batteries are stored{NL}here.{BP}{END}
||『トロッコ利用時の注意』{NL}トロッコの通行ルートの中に一部{NL}レールが完成していないかしょが{NL}あり、大変危険です。{BP}{f5}標識をよく見て通行して下さい。{BP}{END}|WARNING!{NL}Rail sections ahead are missing.{BP}{END}
||扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||{ITEM:ff}を手に入れた！{BP}{END}|Found {ITEM:ff}!{BP}{END}
||{ITEM:ff}を手に入れた！{NL}パチンコの弾に使えるぞ。{BP}{END}|Found {ITEM:ff}!{NL}Use them with the slingshot.{BP}{END}
||アイテムが置いてあるけど、{NL}バリアがはられているので{NL}アイテムが取れない。{BP}{f5}{ITEM:44}を使えば、バリアが{NL}消えて、アイテムを取ることが{NL}できるようになるぞ。{BP}{f5}{ITEM:44}はモンスターが{NL}持っている。{BP}{END}|Item is sealed.{BP}{f5}Foes drop {ITEM:44}{COLOUR:BLUE}s{COLOUR:WHITE} to lift{NL}seals and take items.{BP}{END}
||{ITEM:44}を使った！{NL}バリアが解けてアイテムを{NL}取れるようになったぞ！{BP}{END}|Used {ITEM:44}!{NL}Seal lifted, you can get the{NL}item!{BP}{END}
0x4101c4|7|爆弾があるので、危なくて{NL}トロッコを動かすことが{NL}できない…{BP}{END}|A bomb! I can't move the cart{ELLIPSIS}{BP}{END}
||危ないからトロッコの上に{NL}のっているものをどかそう…{BP}{END}|It's risky, I'll move what's on top{ELLIPSIS}{BP}{END}
||危ないからトロッコの前に{NL}置いてあるものをどかそう…{BP}{END}|It's risky, I'll move what's in{NL}front{ELLIPSIS}{BP}{END}
||危ないからトロッコのまわりに{NL}置いてあるものをどかそう…{BP}{END}|It's risky, I'll move what's{NL}around{ELLIPSIS}{BP}{END}
||扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||バッテリーをセットする所の{NL}ようだ。{BP}{END}|It's the battery slot.{BP}{END}
||『トロッコ利用時の注意』{NL}トロッコの通行ルートの中に一部{NL}レールが完成していないかしょが{NL}あり、大変危険です。{BP}{f5}標識をよく見て通行して下さい。{BP}{END}|WARNING!{NL}Rail sections ahead are missing.{BP}{END}
0x42f83c|7|爆弾があるので、危なくて{NL}トロッコを動かすことが{NL}できない…{BP}{END}|A bomb! I can't move the cart{ELLIPSIS}{BP}{END}
||危ないからトロッコの上に{NL}のっているものをどかそう…{BP}{END}|It's risky, I'll move what's on top{ELLIPSIS}{BP}{END}
||危ないからトロッコの前に{NL}置いてあるものをどかそう…{BP}{END}|It's risky, I'll move what's in{NL}front{ELLIPSIS}{BP}{END}
||危ないからトロッコのまわりに{NL}置いてあるものをどかそう…{BP}{END}|It's risky, I'll move what's{NL}around{ELLIPSIS}{BP}{END}
||扉には鍵がかかっている…{BP}{END}|It's locked{ELLIPSIS}{BP}{END}
||バッテリーをセットする所の{NL}ようだ。{BP}{END}|It's the battery slot.{BP}{END}
||『トロッコ利用時の注意』{NL}トロッコの通行ルートの中に一部{NL}レールが完成していないかしょが{NL}あり、大変危険です。{BP}{f5}標識をよく見て通行して下さい。{BP}{END}|WARNING!{NL}Rail sections ahead are missing.{BP}{END}
0x44afb4|1|だみー{BP}{END}|N/A{BP}{END}
0x465f84|1|だみー{BP}{END}|N/A{BP}{END}
0x480fd4|1|だみー{BP}{END}|N/A{BP}{END}
0x49d968|15|爆弾があるので、危なくて{NL}トロッコを動かすことが{NL}できない…{BP}{END}|A bomb! I can't move the cart{ELLIPSIS}{BP}{END}
||危ないからトロッコの上に{NL}のっているものをどかそう…{BP}{END}|It's risky, I'll move what's on top{ELLIPSIS}{BP}{END}
||ここに置いてあったアイドルは{NL}もう手に入れたぞ。{BP}{END}|I already got the idol.{BP}{END}
||アイドルが置いてあるけど、{NL}５つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 5 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}４つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 4 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}３つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 3 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}２つのバリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}１つ消すことができるぞ。{BP}{END}|The idol is behind 2 of those{NL}seals{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift one.{BP}{END}
||アイドルが置いてあるけど、{NL}バリアがはられているので{NL}アイドルが取れない…{BP}{f5}{ITEM:3c}を使えば、バリアを{NL}消すことができるぞ。{BP}{END}|The idol is behind one last{NL}seal{ELLIPSIS}{BP}{f5}An {ITEM:3c} would lift it.{BP}{END}
||{ITEM:ff}を手に入れた！{BP}{END}|Found {ITEM:ff}!{BP}{END}
||{ITEM:3c}を使った！{NL}１つ目のバリアが解けたぞ！{BP}{END}|Used {ITEM:3c}!{NL}Seal 1 lifted!{BP}{END}
||{ITEM:3c}を使った！{NL}２つ目のバリアが解けたぞ！{BP}{END}|Used {ITEM:3c}!{NL}Seal 2 lifted!{BP}{END}
||{ITEM:3c}を使った！{NL}３つ目のバリアが解けたぞ！{BP}{END}|Used {ITEM:3c}!{NL}Seal 3 lifted!{BP}{END}
